1,1,773,701,50,204,0.8144,-1,-1
1,2,682,684,70,216,0.7783,-1,-1
1,3,205,792,101,278,0.7721,-1,-1
1,4,1482,628,62,234,0.7693,-1,-1
1,5,1599,667,99,353,0.6327,-1,-1
1,6,1662,670,80,408,0.6216,-1,-1
1,7,340,685,125,395,0.3512,-1,-1
1,8,1664,656,76,271,0.2508,-1,-1
2,1,773,701,50,205,0.8328,-1,-1
2,2,678,684,71,220,0.8037,-1,-1
2,3,205,792,103,284,0.7981,-1,-1
2,4,1479,631,63,234,0.7902,-1,-1
2,5,1591,669,95,338,0.6817,-1,-1
2,6,1660,670,80,406,0.7816,-1,-1
2,7,346,715,116,364,0.1618,-1,-1
2,8,1655,661,87,311,0.4360,-1,-1
3,1,772,701,51,206,0.8199,-1,-1
3,2,676,684,72,226,0.8202,-1,-1
3,3,207,793,102,278,0.7829,-1,-1
3,4,1477,631,64,240,0.7893,-1,-1
3,5,1582,673,104,370,0.7048,-1,-1
3,6,1662,683,77,393,0.7997,-1,-1
3,7,345,678,127,401,0.1170,-1,-1
4,1,772,700,52,210,0.8003,-1,-1
4,2,675,685,73,228,0.8262,-1,-1
4,3,209,791,104,286,0.7498,-1,-1
4,4,1473,634,64,241,0.7737,-1,-1
4,5,1579,677,99,354,0.6919,-1,-1
4,6,1666,733,68,341,0.6241,-1,-1
4,7,347,684,125,395,0.1366,-1,-1
4,8,1649,697,86,309,0.4563,-1,-1
5,1,772,700,52,209,0.8019,-1,-1
5,2,674,686,72,225,0.8055,-1,-1
5,3,211,794,104,284,0.5650,-1,-1
5,4,1469,633,64,241,0.7582,-1,-1
5,5,1577,681,94,339,0.6562,-1,-1
5,6,1680,804,56,273,0.6294,-1,-1
5,7,348,661,131,417,0.1515,-1,-1
5,12,1182,584,49,246,0.3441,-1,-1
5,8,1652,751,85,306,0.5835,-1,-1
6,1,772,700,53,210,0.7902,-1,-1
6,2,674,686,71,223,0.8060,-1,-1
6,3,213,797,104,282,0.6421,-1,-1
6,4,1465,631,62,236,0.7313,-1,-1
6,5,1571,672,94,344,0.6799,-1,-1
6,6,1686,814,55,264,0.5733,-1,-1
6,7,350,647,134,430,0.1717,-1,-1
6,8,1647,770,83,301,0.4465,-1,-1
6,14,968,547,63,254,0.3878,-1,-1
7,1,773,702,52,209,0.7868,-1,-1
7,2,674,687,71,223,0.8102,-1,-1
7,3,218,800,103,280,0.8061,-1,-1
7,4,1466,632,60,229,0.7462,-1,-1
7,5,1569,673,93,338,0.7013,-1,-1
7,6,1699,837,50,240,0.6679,-1,-1
7,7,347,610,144,469,0.4622,-1,-1
7,8,1650,764,81,293,0.2364,-1,-1
7,14,974,545,63,253,0.4023,-1,-1
8,1,776,699,53,213,0.7230,-1,-1
8,2,673,687,74,234,0.7890,-1,-1
8,3,224,803,102,277,0.8084,-1,-1
8,4,1466,632,58,223,0.6799,-1,-1
8,5,1567,669,94,348,0.7195,-1,-1
8,6,1705,845,51,231,0.7452,-1,-1
8,7,364,686,121,393,0.5870,-1,-1
8,8,1633,743,87,313,0.4663,-1,-1
8,14,977,543,63,254,0.3244,-1,-1
8,12,1196,581,47,235,0.3844,-1,-1
9,1,773,702,54,213,0.7966,-1,-1
9,2,672,688,74,235,0.8173,-1,-1
9,3,226,804,102,276,0.8119,-1,-1
9,4,1460,630,58,223,0.7028,-1,-1
9,5,1566,671,90,333,0.6882,-1,-1
9,6,1706,858,49,221,0.7152,-1,-1
9,7,370,722,112,357,0.6098,-1,-1
9,14,987,542,64,256,0.3716,-1,-1
9,21,997,547,73,256,0.4400,-1,-1
9,12,1196,581,47,236,0.1495,-1,-1
10,1,773,704,54,215,0.7991,-1,-1
10,2,672,689,74,237,0.8154,-1,-1
10,3,231,801,103,279,0.7962,-1,-1
10,4,1456,626,59,227,0.6136,-1,-1
10,5,1560,666,89,336,0.7457,-1,-1
10,6,1710,867,48,212,0.6857,-1,-1
10,7,375,730,110,349,0.6598,-1,-1
10,21,1005,550,73,256,0.3152,-1,-1
10,12,1196,582,47,233,0.2438,-1,-1
10,24,1628,677,66,219,0.6560,-1,-1
11,1,774,708,55,218,0.7806,-1,-1
11,2,673,693,74,239,0.7930,-1,-1
11,3,237,799,103,281,0.8088,-1,-1
11,4,1458,628,58,224,0.5793,-1,-1
11,5,1556,655,92,351,0.7505,-1,-1
11,6,1716,867,50,213,0.6474,-1,-1
11,7,384,759,104,321,0.7604,-1,-1
11,21,1005,542,77,269,0.5021,-1,-1
11,12,1198,578,48,238,0.3497,-1,-1
11,24,1624,667,68,227,0.6314,-1,-1
11,28,1097,556,48,232,0.4681,-1,-1
12,1,773,708,55,219,0.8153,-1,-1
12,2,673,697,73,239,0.8329,-1,-1
12,3,240,800,102,280,0.8048,-1,-1
12,4,1461,629,58,231,0.4042,-1,-1
12,5,1553,651,91,356,0.6952,-1,-1
12,6,1720,867,50,213,0.6244,-1,-1
12,7,387,765,104,315,0.8084,-1,-1
12,21,1005,542,78,272,0.4932,-1,-1
12,24,1617,672,64,218,0.3180,-1,-1
12,28,1097,560,49,233,0.5101,-1,-1
13,1,773,709,56,222,0.7918,-1,-1
13,2,672,702,73,241,0.8124,-1,-1
13,3,242,799,102,281,0.8147,-1,-1
13,4,1450,624,58,232,0.6209,-1,-1
13,5,1552,654,85,334,0.6992,-1,-1
13,6,1723,863,52,216,0.5982,-1,-1
13,7,388,773,103,307,0.8175,-1,-1
13,21,1004,539,79,276,0.5323,-1,-1
13,24,1612,680,63,213,0.3392,-1,-1
13,28,1099,560,48,233,0.5011,-1,-1
14,1,773,710,56,223,0.7948,-1,-1
14,2,673,705,73,244,0.8257,-1,-1
14,3,246,798,103,282,0.6490,-1,-1
14,4,1444,625,57,230,0.4879,-1,-1
14,5,1553,659,80,318,0.7110,-1,-1
14,6,1726,865,53,213,0.6846,-1,-1
14,7,389,778,103,302,0.7702,-1,-1
14,21,1007,547,78,274,0.4002,-1,-1
14,24,1610,680,61,208,0.1763,-1,-1
14,28,1098,567,50,235,0.4416,-1,-1
14,14,1033,583,58,230,0.4308,-1,-1
15,1,773,712,57,223,0.7952,-1,-1
15,2,673,707,74,249,0.8277,-1,-1
15,3,251,797,102,283,0.7662,-1,-1
15,4,1440,624,57,232,0.6829,-1,-1
15,5,1552,657,79,316,0.6952,-1,-1
15,6,1731,863,54,213,0.7200,-1,-1
15,7,389,787,101,293,0.8189,-1,-1
15,21,1005,552,78,273,0.5407,-1,-1
15,28,1099,574,50,236,0.2804,-1,-1
15,14,1028,575,61,241,0.2467,-1,-1
16,1,773,712,57,225,0.7706,-1,-1
16,2,671,709,77,264,0.8292,-1,-1
16,3,254,795,103,285,0.8039,-1,-1
16,4,1436,625,57,230,0.4943,-1,-1
16,5,1550,656,78,311,0.6846,-1,-1
16,6,1736,863,55,213,0.6953,-1,-1
16,7,390,790,101,290,0.8427,-1,-1
16,21,1002,553,79,275,0.5158,-1,-1
16,28,1100,563,53,252,0.2176,-1,-1
16,14,1027,574,64,247,0.1502,-1,-1
16,36,1864,821,51,254,0.6906,-1,-1
17,1,773,712,58,225,0.7110,-1,-1
17,2,669,713,79,278,0.8051,-1,-1
17,3,254,792,104,288,0.7047,-1,-1
17,4,1436,624,57,231,0.6817,-1,-1
17,5,1551,655,77,308,0.7101,-1,-1
17,6,1737,859,58,216,0.7360,-1,-1
17,7,391,790,101,290,0.8516,-1,-1
17,21,1001,553,79,276,0.5937,-1,-1
17,28,1104,557,56,267,0.3192,-1,-1
17,14,1026,574,67,251,0.3191,-1,-1
17,36,1862,822,50,250,0.3700,-1,-1
18,1,773,711,58,225,0.6648,-1,-1
18,2,667,714,82,294,0.7717,-1,-1
18,3,259,793,103,287,0.6515,-1,-1
18,4,1435,627,55,227,0.7562,-1,-1
18,5,1547,655,76,301,0.7470,-1,-1
18,6,1739,855,60,220,0.7401,-1,-1
18,7,392,784,104,296,0.7937,-1,-1
18,21,999,558,77,272,0.5156,-1,-1
18,28,1107,555,57,276,0.4633,-1,-1
18,36,1846,817,45,221,0.5506,-1,-1
18,40,1487,622,51,243,0.6768,-1,-1
19,1,775,713,58,225,0.7112,-1,-1
19,2,669,715,78,278,0.7367,-1,-1
19,3,264,797,102,283,0.7821,-1,-1
19,4,1433,627,55,227,0.7873,-1,-1
19,5,1544,660,75,300,0.7053,-1,-1
19,6,1739,848,65,230,0.7593,-1,-1
19,7,393,779,106,301,0.7961,-1,-1
19,21,1000,565,74,261,0.3273,-1,-1
19,28,1110,561,57,270,0.2459,-1,-1
19,36,1834,820,42,200,0.6585,-1,-1
19,40,1487,625,51,242,0.7318,-1,-1
19,42,683,706,65,249,0.5823,-1,-1
19,24,1572,686,93,317,0.5529,-1,-1
20,1,775,715,59,228,0.7085,-1,-1
20,2,670,716,75,272,0.6910,-1,-1
20,3,267,798,103,282,0.7914,-1,-1
20,4,1429,622,56,230,0.7485,-1,-1
20,5,1542,659,74,292,0.6960,-1,-1
20,6,1744,847,67,232,0.7469,-1,-1
20,7,393,781,105,299,0.8025,-1,-1
20,21,999,564,74,265,0.6250,-1,-1
20,28,1115,564,55,266,0.4337,-1,-1
20,36,1824,807,46,214,0.6367,-1,-1
20,40,1486,623,50,239,0.7333,-1,-1
20,42,684,706,66,253,0.5922,-1,-1
20,24,1564,676,92,318,0.4402,-1,-1
